ptnum,Rout,L,lnRa,lnRb,theta,P_x,P_y,P_z,Rin,analytic_vortex_core_vel_x,analytic_vortex_core_vel_y,analytic_vortex_core_vel_z
0,2.0,0.6931471824645996,0.6931471824645996,0.0,0.0,1.0,0.0,0.0,1.0,3.825071814844705e-07,0.0,-8.815495675662532e-06
1,2.0,0.6931471824645996,0.6911451816558838,-0.002002021996304393,0.0,1.0020040273666382,0.0,0.0,1.0,-3.7957354379614117e-06,0.0,-0.0011548853944987059
2,2.0,0.6931471824645996,0.6891471147537231,-0.004000043962150812,0.0,1.0040080547332764,0.0,0.0,1.0,1.4460791817327845e-06,0.0,-0.0022964803501963615
3,2.0,0.6931471824645996,0.6871531009674072,-0.005994081497192383,0.0,1.0060120820999146,0.0,0.0,1.0,1.569994992678403e-06,0.0,13.272397994995117
4,2.0,0.6931471824645996,0.685163140296936,-0.007984032854437828,0.0,1.0080159902572632,0.0,0.0,1.0,1.949449824678595e-06,0.0,9.962400436401367
5,2.0,0.6931471824645996,0.6831770539283752,-0.009970149956643581,0.0,1.0100200176239014,0.0,0.0,1.0,-1.0915259736066218e-06,0.0,7.975793838500977
6,2.0,0.6931471824645996,0.6811948418617249,-0.011952330358326435,0.0,1.0120240449905396,0.0,0.0,1.0,-5.069281314717955e-07,0.0,6.650989532470703
7,2.0,0.6931471824645996,0.6792165637016296,-0.013930589891970158,0.0,1.0140280723571777,0.0,0.0,1.0,-9.545664170218515e-07,0.0,5.704371452331543
8,2.0,0.6931471824645996,0.6772422194480896,-0.015904942527413368,0.0,1.016032099723816,0.0,0.0,1.0,1.7253343287393363e-07,0.0,4.994143962860107
9,2.0,0.6931471824645996,0.67527174949646,-0.01787540502846241,0.0,1.018036127090454,0.0,0.0,1.0,-9.55752170739288e-07,0.0,4.441497325897217
10,2.0,0.6931471824645996,0.673305332660675,-0.01984187588095665,0.0,1.0200400352478027,0.0,0.0,1.0,2.988207938869891e-07,0.0,3.999206066131592
11,2.0,0.6931471824645996,0.6713425517082214,-0.021804604679346085,0.0,1.022044062614441,0.0,0.0,1.0,1.3541799717131653e-06,0.0,3.6370818614959717
12,2.0,0.6931471824645996,0.669383704662323,-0.023763488978147507,0.0,1.024048089981079,0.0,0.0,1.0,-1.837985053043667e-08,0.0,3.3351337909698486
13,2.0,0.6931471824645996,0.6674286127090454,-0.02571854181587696,0.0,1.0260521173477173,0.0,0.0,1.0,2.3715935526524845e-07,0.0,3.079484701156616
14,2.0,0.6931471824645996,0.6654773950576782,-0.02766978181898594,0.0,1.0280561447143555,0.0,0.0,1.0,-1.1419223255870747e-06,0.0,2.860203266143799
15,2.0,0.6931471824645996,0.6635299921035767,-0.029617220163345337,0.0,1.0300601720809937,0.0,0.0,1.0,-1.7306704194197664e-06,0.0,2.6700234413146973
16,2.0,0.6931471824645996,0.6615864038467407,-0.031560759991407394,0.0,1.0320640802383423,0.0,0.0,1.0,-1.9773160602198914e-06,0.0,2.503478527069092
17,2.0,0.6931471824645996,0.6596465110778809,-0.03350064158439636,0.0,1.0340681076049805,0.0,0.0,1.0,-8.300577114539465e-09,0.0,2.356412887573242
18,2.0,0.6931471824645996,0.6577104330062866,-0.03543676808476448,0.0,1.0360721349716187,0.0,0.0,1.0,1.8528074861023924e-06,0.0,2.2255771160125732
19,2.0,0.6931471824645996,0.6557780504226685,-0.03736915439367294,0.0,1.0380761623382568,0.0,0.0,1.0,6.865763566565874e-07,0.0,2.1083829402923584
20,2.0,0.6931471824645996,0.6538493633270264,-0.039297815412282944,0.0,1.040080189704895,0.0,0.0,1.0,2.567250021456857e-07,0.0,2.0028274059295654
21,2.0,0.6931471824645996,0.6519244313240051,-0.04122276231646538,0.0,1.0420842170715332,0.0,0.0,1.0,1.549243506815401e-06,0.0,1.9072202444076538
22,2.0,0.6931471824645996,0.6500033140182495,-0.043143898248672485,0.0,1.0440881252288818,0.0,0.0,1.0,1.4419289300349192e-06,0.0,1.8202223777770996
23,2.0,0.6931471824645996,0.6480857133865356,-0.04506146162748337,0.0,1.04609215259552,0.0,0.0,1.0,2.717253437367617e-06,0.0,1.7406914234161377
24,2.0,0.6931471824645996,0.6461718082427979,-0.046975355595350266,0.0,1.0480961799621582,0.0,0.0,1.0,3.61075109367448e-07,0.0,1.6677130460739136
25,2.0,0.6931471824645996,0.6442615985870361,-0.04888559505343437,0.0,1.0501002073287964,0.0,0.0,1.0,1.5415358234349696e-07,0.0,1.6004986763000488
26,2.0,0.6931471824645996,0.6423549652099609,-0.05079219117760658,0.0,1.0521042346954346,0.0,0.0,1.0,8.47844717100088e-07,0.0,1.538378357887268
27,2.0,0.6931471824645996,0.6404520273208618,-0.05269515886902809,0.0,1.0541082620620728,0.0,0.0,1.0,7.0495616455446e-07,0.0,1.4807651042938232
28,2.0,0.6931471824645996,0.6385527849197388,-0.05459440127015114,0.0,1.0561121702194214,0.0,0.0,1.0,1.756165033839352e-06,0.0,1.427233099937439
29,2.0,0.6931471824645996,0.6366569995880127,-0.056490156799554825,0.0,1.0581161975860596,0.0,0.0,1.0,-3.557390382269432e-09,0.0,1.3773013353347778
30,2.0,0.6931471824645996,0.6347648501396179,-0.058382321149110794,0.0,1.0601202249526978,0.0,0.0,1.0,-4.707613356913498e-07,0.0,1.3306423425674438
31,2.0,0.6931471824645996,0.6328762769699097,-0.06027091294527054,0.0,1.062124252319336,0.0,0.0,1.0,-2.0514283960437751e-07,0.0,1.2869350910186768
32,2.0,0.6931471824645996,0.6309912204742432,-0.06215594708919525,0.0,1.0641282796859741,0.0,0.0,1.0,-1.7692087794785039e-06,0.0,1.2459207773208618
33,2.0,0.6931471824645996,0.6291097402572632,-0.06403743475675583,0.0,1.0661323070526123,0.0,0.0,1.0,7.298579021153273e-07,0.0,1.2073140144348145
34,2.0,0.6931471824645996,0.6272318959236145,-0.06591527163982391,0.0,1.068136215209961,0.0,0.0,1.0,1.407540821674047e-06,0.0,1.170934796333313
35,2.0,0.6931471824645996,0.625357449054718,-0.0677897110581398,0.0,1.0701402425765991,0.0,0.0,1.0,4.018665094918106e-06,0.0,1.1365771293640137
36,2.0,0.6931471824645996,0.6234865188598633,-0.06966063380241394,0.0,1.0721442699432373,0.0,0.0,1.0,-1.1656381957436679e-06,0.0,1.1040735244750977
37,2.0,0.6931471824645996,0.6216191053390503,-0.07152806967496872,0.0,1.0741482973098755,0.0,0.0,1.0,3.806407562478853e-07,0.0,1.0732718706130981
38,2.0,0.6931471824645996,0.6197551488876343,-0.07339201867580414,0.0,1.0761523246765137,0.0,0.0,1.0,1.6138694718392799e-06,0.0,1.0440584421157837
39,2.0,0.6931471824645996,0.6178946495056152,-0.07525250315666199,0.0,1.0781563520431519,0.0,0.0,1.0,5.193790002522292e-07,0.0,1.0162912607192993
40,2.0,0.6931471824645996,0.6160376667976379,-0.07710953056812286,0.0,1.08016037940979,0.0,0.0,1.0,2.1937241001523944e-07,0.0,0.9898685812950134
41,2.0,0.6931471824645996,0.6141842007637024,-0.07896300405263901,0.0,1.0821642875671387,0.0,0.0,1.0,-9.521947959001409e-07,0.0,0.9647046327590942
42,2.0,0.6931471824645996,0.6123340129852295,-0.08081316202878952,0.0,1.0841683149337769,0.0,0.0,1.0,-1.6565580835958826e-06,0.0,0.9406644701957703
43,2.0,0.6931471824645996,0.6104872822761536,-0.08265990018844604,0.0,1.086172342300415,0.0,0.0,1.0,1.9364060790394433e-06,0.0,0.917728841304779
44,2.0,0.6931471824645996,0.6086439490318298,-0.08450324088335037,0.0,1.0881763696670532,0.0,0.0,1.0,5.810404246631151e-08,0.0,0.8957860469818115
45,2.0,0.6931471824645996,0.6068040132522583,-0.0863431841135025,0.0,1.0901803970336914,0.0,0.0,1.0,-5.217505645305209e-07,0.0,0.87479168176651
46,2.0,0.6931471824645996,0.6049674153327942,-0.08817975223064423,0.0,1.0921844244003296,0.0,0.0,1.0,-8.063418022175028e-08,0.0,0.8546697497367859
47,2.0,0.6931471824645996,0.6031343340873718,-0.09001284092664719,0.0,1.0941883325576782,0.0,0.0,1.0,1.3067480040263035e-06,0.0,0.835372269153595
48,2.0,0.6931471824645996,0.6013045310974121,-0.09184268116950989,0.0,1.0961923599243164,0.0,0.0,1.0,-3.675970106087334e-07,0.0,0.816821277141571
49,2.0,0.6931471824645996,0.599478006362915,-0.09366918355226517,0.0,1.0981963872909546,0.0,0.0,1.0,-1.3067480040263035e-06,0.0,0.7989988923072815
50,2.0,0.6931471824645996,0.5976548194885254,-0.09549235552549362,0.0,1.1002004146575928,0.0,0.0,1.0,-1.0435011432718966e-07,0.0,0.781872570514679
51,2.0,0.6931471824645996,0.5958349704742432,-0.09731221199035645,0.0,1.102204442024231,0.0,0.0,1.0,1.966051058843732e-06,0.0,0.7653705477714539
52,2.0,0.6931471824645996,0.5940183997154236,-0.09912876039743423,0.0,1.1042084693908691,0.0,0.0,1.0,8.774896542718125e-08,0.0,0.749483048915863
53,2.0,0.6931471824645996,0.592205286026001,-0.10094191133975983,0.0,1.1062123775482178,0.0,0.0,1.0,-1.6363995314350177e-07,0.0,0.7341595888137817
54,2.0,0.6931471824645996,0.5903953313827515,-0.10275188088417053,0.0,1.108216404914856,0.0,0.0,1.0,-4.7431871763592426e-08,0.0,0.7193639278411865
55,2.0,0.6931471824645996,0.5885885953903198,-0.10455857962369919,0.0,1.1102204322814941,0.0,0.0,1.0,1.3518083505914547e-06,0.0,0.7050865292549133
56,2.0,0.6931471824645996,0.5867851376533508,-0.10636202991008759,0.0,1.1122244596481323,0.0,0.0,1.0,-4.46096737505286e-06,0.0,0.6913062930107117
57,2.0,0.6931471824645996,0.5849849581718445,-0.10816222429275513,0.0,1.1142284870147705,0.0,0.0,1.0,-1.802411162543649e-07,0.0,0.6779391765594482
58,2.0,0.6931471824645996,0.583187997341156,-0.1099591851234436,0.0,1.1162325143814087,0.0,0.0,1.0,-6.877621672174428e-08,0.0,0.6650465130805969
59,2.0,0.6931471824645996,0.581394374370575,-0.11175282299518585,0.0,1.1182364225387573,0.0,0.0,1.0,-5.810404246631151e-08,0.0,0.6525548100471497
60,2.0,0.6931471824645996,0.5796038508415222,-0.11354334652423859,0.0,1.1202404499053955,0.0,0.0,1.0,3.675970106087334e-08,0.0,0.6404276490211487
61,2.0,0.6931471824645996,0.5778164863586426,-0.11533068120479584,0.0,1.1222444772720337,0.0,0.0,1.0,1.0553591067719026e-07,0.0,0.6286962628364563
62,2.0,0.6931471824645996,0.5760323405265808,-0.11711481958627701,0.0,1.1242485046386719,0.0,0.0,1.0,3.0949297524784924e-07,0.0,0.6173053979873657
63,2.0,0.6931471824645996,0.5742514133453369,-0.11889577656984329,0.0,1.12625253200531,0.0,0.0,1.0,1.2012121715088142e-06,0.0,0.606265664100647
64,2.0,0.6931471824645996,0.5724735856056213,-0.12067357450723648,0.0,1.1282565593719482,0.0,0.0,1.0,1.5498363836741191e-06,0.0,0.5955305099487305
65,2.0,0.6931471824645996,0.5706990957260132,-0.12244810909032822,0.0,1.1302604675292969,0.0,0.0,1.0,9.023913776218251e-07,0.0,0.5851122736930847
66,2.0,0.6931471824645996,0.5689275860786438,-0.12421960383653641,0.0,1.132264494895935,0.0,0.0,1.0,-1.2771031379088527e-06,0.0,0.5749812126159668
67,2.0,0.6931471824645996,0.5671591758728027,-0.1259879767894745,0.0,1.1342685222625732,0.0,0.0,1.0,4.615121270035161e-06,0.0,0.5651345252990723
68,2.0,0.6931471824645996,0.5653939843177795,-0.12775321304798126,0.0,1.1362725496292114,0.0,0.0,1.0,1.541535787907833e-08,0.0,0.5555462837219238
69,2.0,0.6931471824645996,0.5636318325996399,-0.12951534986495972,0.0,1.1382765769958496,0.0,0.0,1.0,-4.6246075413591825e-08,0.0,0.5462130904197693
70,2.0,0.6931471824645996,0.5618728399276733,-0.13127437233924866,0.0,1.1402806043624878,0.0,0.0,1.0,-3.9961352626960434e-07,0.0,0.5371415019035339
71,2.0,0.6931471824645996,0.5601168870925903,-0.13303032517433167,0.0,1.142284631729126,0.0,0.0,1.0,-2.3715935881796213e-08,0.0,0.5282982587814331
72,2.0,0.6931471824645996,0.5583640933036804,-0.134783074259758,0.0,1.1442885398864746,0.0,0.0,1.0,1.1265069588262122e-06,0.0,0.5196579694747925
73,2.0,0.6931471824645996,0.5566142797470093,-0.13653287291526794,0.0,1.1462925672531128,0.0,0.0,1.0,7.743253149783413e-07,0.0,0.5112716555595398
74,2.0,0.6931471824645996,0.5548675656318665,-0.13827961683273315,0.0,1.148296594619751,0.0,0.0,1.0,1.396868583469768e-06,0.0,0.5030626058578491
75,2.0,0.6931471824645996,0.5531238317489624,-0.14002332091331482,0.0,1.1503006219863892,0.0,0.0,1.0,1.5201915175566683e-06,0.0,0.4950549304485321
76,2.0,0.6931471824645996,0.5513831973075867,-0.14176398515701294,0.0,1.1523046493530273,0.0,0.0,1.0,1.610311983313295e-06,0.0,0.4872448444366455
77,2.0,0.6931471824645996,0.5496456623077393,-0.14350152015686035,0.0,1.154308557510376,0.0,0.0,1.0,-2.668042725417763e-06,0.0,0.4796162545681
78,2.0,0.6931471824645996,0.5479110479354858,-0.14523613452911377,0.0,1.1563125848770142,0.0,0.0,1.0,7.96855431417498e-07,0.0,0.47217312455177307
79,2.0,0.6931471824645996,0.5461794137954712,-0.14696775376796722,0.0,1.1583166122436523,0.0,0.0,1.0,1.5889676774349937e-07,0.0,0.46487078070640564
80,2.0,0.6931471824645996,0.5444508194923401,-0.14869637787342072,0.0,1.1603206396102905,0.0,0.0,1.0,2.23048368752643e-06,0.0,0.45776525139808655
81,2.0,0.6931471824645996,0.542725145816803,-0.15042202174663544,0.0,1.1623246669769287,0.0,0.0,1.0,-7.114780764538864e-09,0.0,0.4508064091205597
82,2.0,0.6931471824645996,0.5410025119781494,-0.15214470028877258,0.0,1.164328694343567,0.0,0.0,1.0,-6.865763566565874e-07,0.0,0.44399431347846985
83,2.0,0.6931471824645996,0.5392827987670898,-0.15386439859867096,0.0,1.166332721710205,0.0,0.0,1.0,-3.2846571684785886e-07,0.0,0.43733057379722595
84,2.0,0.6931471824645996,0.5375661253929138,-0.1555810570716858,0.0,1.1683366298675537,0.0,0.0,1.0,4.2451526383047167e-07,0.0,0.4308043420314789
85,2.0,0.6931471824645996,0.535852313041687,-0.1572948694229126,0.0,1.170340657234192,0.0,0.0,1.0,-1.7668371583567932e-06,0.0,0.42443397641181946
86,2.0,0.6931471824645996,0.5341414213180542,-0.15900574624538422,0.0,1.17234468460083,0.0,0.0,1.0,-8.537737130609457e-07,0.0,0.41817888617515564
87,2.0,0.6931471824645996,0.5324335098266602,-0.16071370244026184,0.0,1.1743487119674683,0.0,0.0,1.0,4.482311908304837e-07,0.0,0.4120415151119232
88,2.0,0.6931471824645996,0.5307284593582153,-0.16241875290870667,0.0,1.1763527393341064,0.0,0.0,1.0,-2.0312697870394913e-06,0.0,0.4060555696487427
89,2.0,0.6931471824645996,0.5290262699127197,-0.1641208976507187,0.0,1.1783567667007446,0.0,0.0,1.0,-3.913129376087454e-08,0.0,0.4001659154891968
90,2.0,0.6931471824645996,0.5273271203041077,-0.16582004725933075,0.0,1.1803606748580933,0.0,0.0,1.0,7.49423577417474e-07,0.0,0.39440226554870605
91,2.0,0.6931471824645996,0.5256307721138,-0.16751642525196075,0.0,1.1823647022247314,0.0,0.0,1.0,-4.91512764710933e-06,0.0,0.388731986284256
92,2.0,0.6931471824645996,0.5239372849464417,-0.16920991241931915,0.0,1.1843687295913696,0.0,0.0,1.0,4.3874482713590623e-08,0.0,0.38318225741386414
93,2.0,0.6931471824645996,0.5222465991973877,-0.17090055346488953,0.0,1.1863727569580078,0.0,0.0,1.0,5.928983970449053e-09,0.0,0.3777441382408142
94,2.0,0.6931471824645996,0.5205588340759277,-0.17258833348751068,0.0,1.188376784324646,0.0,0.0,1.0,1.5522080047958298e-06,0.0,0.3723914623260498
95,2.0,0.6931471824645996,0.518873929977417,-0.1742732673883438,0.0,1.1903808116912842,0.0,0.0,1.0,6.98434291734884e-07,0.0,0.36714404821395874
96,2.0,0.6931471824645996,0.5171918869018555,-0.17595526576042175,0.0,1.1923847198486328,0.0,0.0,1.0,5.691824611631091e-08,0.0,0.3619813024997711
97,2.0,0.6931471824645996,0.5155126452445984,-0.17763455212116241,0.0,1.194388747215271,0.0,0.0,1.0,5.691824611631091e-08,0.0,0.35693275928497314
98,2.0,0.6931471824645996,0.513836145401001,-0.17931100726127625,0.0,1.1963927745819092,0.0,0.0,1.0,-8.537736562175269e-08,0.0,0.35194844007492065
99,2.0,0.6931471824645996,0.5121625065803528,-0.18098466098308563,0.0,1.1983968019485474,0.0,0.0,1.0,1.2178132919871132e-06,0.0,0.3470795750617981
100,2.0,0.6931471824645996,0.510491669178009,-0.18265552818775177,0.0,1.2004008293151855,0.0,0.0,1.0,-7.114780942174548e-08,0.0,0.34225043654441833
101,2.0,0.6931471824645996,0.508823573589325,-0.18432359397411346,0.0,1.2024048566818237,0.0,0.0,1.0,7.470519847174728e-08,0.0,0.3375360369682312
102,2.0,0.6931471824645996,0.5071582794189453,-0.1859888881444931,0.0,1.204408884048462,0.0,0.0,1.0,1.9719800548045896e-06,0.0,0.3328849971294403
103,2.0,0.6931471824645996,0.5054958462715149,-0.18765132129192352,0.0,1.2064127922058105,0.0,0.0,1.0,3.0913722639525076e-06,0.0,0.3283193111419678
104,2.0,0.6931471824645996,0.5038360953330994,-0.18931108713150024,0.0,1.2084168195724487,0.0,0.0,1.0,-2.3123037351524545e-07,0.0,0.3238281011581421
105,2.0,0.6931471824645996,0.5021790862083435,-0.1909681111574173,0.0,1.210420846939087,0.0,0.0,1.0,-1.2154416708654026e-06,0.0,0.3194155991077423
106,2.0,0.6931471824645996,0.5005248188972473,-0.1926223784685135,0.0,1.212424874305725,0.0,0.0,1.0,1.5569511333524133e-06,0.0,0.31506240367889404
107,2.0,0.6931471824645996,0.498873233795166,-0.1942739337682724,0.0,1.2144289016723633,0.0,0.0,1.0,1.519005650152394e-06,0.0,0.3107752203941345
108,2.0,0.6931471824645996,0.4972245395183563,-0.1959226429462433,0.0,1.216432809829712,0.0,0.0,1.0,-1.075517729987041e-06,0.0,0.3065643608570099
109,2.0,0.6931471824645996,0.495578408241272,-0.19756875932216644,0.0,1.21843683719635,0.0,0.0,1.0,-3.2846571684785886e-07,0.0,0.30242112278938293
110,2.0,0.6931471824645996,0.4939350187778473,-0.19921216368675232,0.0,1.2204408645629883,0.0,0.0,1.0,-2.423768592052511e-06,0.0,0.2983134090900421
111,2.0,0.6931471824645996,0.4922943115234375,-0.20085285604000092,0.0,1.2224448919296265,0.0,0.0,1.0,1.1027910318262002e-07,0.0,0.29430314898490906
112,2.0,0.6931471824645996,0.490656316280365,-0.2024908810853958,0.0,1.2244489192962646,0.0,0.0,1.0,1.994510284930584e-06,0.0,0.29031628370285034
113,2.0,0.6931471824645996,0.4890209436416626,-0.20412622392177582,0.0,1.2264529466629028,0.0,0.0,1.0,-1.756165033839352e-06,0.0,0.28641563653945923
114,2.0,0.6931471824645996,0.4873883128166199,-0.20575888454914093,0.0,1.228456974029541,0.0,0.0,1.0,1.0494301250218996e-06,0.0,0.2825603485107422
115,2.0,0.6931471824645996,0.48575836420059204,-0.20738880336284637,0.0,1.2304608821868896,0.0,0.0,1.0,-1.6020114799175644e-06,0.0,0.27877023816108704
116,2.0,0.6931471824645996,0.4841310381889343,-0.20901615917682648,0.0,1.2324649095535278,0.0,0.0,1.0,3.758975708478829e-07,0.0,0.2750394642353058
117,2.0,0.6931471824645996,0.48250633478164673,-0.21064086258411407,0.0,1.234468936920166,0.0,0.0,1.0,2.2767299014958553e-06,0.0,0.27132782340049744
118,2.0,0.6931471824645996,0.48088425397872925,-0.21226294338703156,0.0,1.2364729642868042,0.0,0.0,1.0,-1.4798744132349384e-06,0.0,0.2676866948604584
119,2.0,0.6931471824645996,0.4792647957801819,-0.21388238668441772,0.0,1.2384769916534424,0.0,0.0,1.0,-5.573244976631031e-08,0.0,0.2640785276889801
120,2.0,0.6931471824645996,0.4776480495929718,-0.2154991328716278,0.0,1.240480899810791,0.0,0.0,1.0,1.0079272527718786e-07,0.0,0.26054778695106506
121,2.0,0.6931471824645996,0.4760338366031647,-0.21711334586143494,0.0,1.2424849271774292,0.0,0.0,1.0,3.640396073478769e-07,0.0,0.25704172253608704
122,2.0,0.6931471824645996,0.4744222164154053,-0.21872496604919434,0.0,1.2444889545440674,0.0,0.0,1.0,8.027844273783558e-07,0.0,0.25360342860221863
123,2.0,0.6931471824645996,0.4728131890296936,-0.220333993434906,0.0,1.2464929819107056,0.0,0.0,1.0,1.3138628673914354e-06,0.0,0.25017988681793213
124,2.0,0.6931471824645996,0.47120675444602966,-0.22194042801856995,0.0,1.2484970092773438,0.0,0.0,1.0,7.351940212174668e-08,0.0,0.24683628976345062
